67,3,1,0,1,1,2,0,2,2,1,1,0,0,0,0,1,0,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,2,2,0,2,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,2,2,2
,628,1,1.078,1.022,1.255,1,3,2,20.043,0.285,2.335,0.2205,2,6.889,4.543,1,1.168,-21.84,-19.56,0,1.741,0.092,0,0.1512,0.31626,0.3528,0.5786,3,5,0.05,1,2.38,0.01732,1,1,2,2,0,1,2,0,2.7,0.00423,2,1,1,0,0,2,1,0.503,2,5,0,5,5,0,0.05,0,-1.528,0.1265,0,4,1,1.444,0.184,0.254
90,3,1,1,1,1,2,0,2,2,1,1,3,3,4,4,1,1,2,0,1,1,1,1,4,3,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,0,1,0,0,1,1,1,1,1,1,1,1,0,2,2,2
,1112,1,1.481,1.229,1.575,4,1,5,20.232,0.713,3.887,0.1266,3,6.888889,4.54321,1,1.305,-23.224,-21.276,4,2.412,0.022,1,0.1774,0.48341,0.3524,0.5654,0,0,0.05,0,1.87,0.0615,0,0,3,1,0,5,2,0,0.267,0.395,4,0,1,2,0,1,1,0.238,2,2,5.8,2,5,5.8,0.05,0,-1.774,0.0761,0,0,0,1.514,0.056,0.105
96,3,1,1,1,1,2,2,2,2,1,1,3,3,4,4,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,0,1,1,2,0,1,0,0,0,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,2401,1,1.88,0.846,1.402,2,2,1,20.006,-0.204,3.284,0.2253,7,6.889,4.543,1,2.454,-27.67,-20.73,0,1.892,0.067,1,0.1482,0.28459,0.1269,0.3237,5,5,0.05,0,1.68,0.0926,0,0,2,2,0,0,4,0,3.238,0.001,2,2,1,2,0,2,1,0.061,1,2,5.4,5,2,5.4,0.05,0,-2,0.0456,1,9,0,1.44,0.164,0.23
91,3,1,0,1,1,2,2,0,0,1,1,3,3,4,4,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,1345.3176,1,1.751,0.66692,1.21459,3,6,2,20.2169,1.7466,3.8133,0.114358,3,6.8889,4.5432,1,1.645,-21.457,-19.083,0,2.564,0.0142,0,0.9133,cannot do,0.1248934,0.3425065,5,1,0.05,0,1.45,0.0753,0,0,4,2,0,5,1,0,2.2531,0.01336,5,1,1,2,0,0,0,0.238,3,4,5.9,0,3,5.9,0.05,0,2.43562,0.00743,0,6,0,1.344,0.2516,0.3818
74,0,1,1,1,1,2,2,2,2,1,1,3,3,4,4,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,2,0,2,0,2,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
,2944,1,1.409,0.735,1.16,0,3,3,20.002,-0.125,2.805,0.1354,2,6.889,4.543,1,1.586,23.098,-20.702,3,1.747,0.0908,0,0.1788,0.3194,0.1134,0.3478,3,5,0.05,0,2.43,0.0151,1,1,1,2,0,3,3,0,2.747,0.003,5,1,2,2,0,2,1,0.298,5,3,4.9,3,3,4.9,0.05,0,-3.4352,0.0006,1,0,0,1.44,0.065,0.113
91,3,1,1,1,1,2,2,2,0,1,1,3,3,4,4,1,1,0,0,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,22078,1,-2.054,122.953,125.007,4,6,6,20.469,19.96,20.978,0.0137,9,6.222,0.889,1,-0.848,26.8497,27.8503,1,0.0987,0.53897,1,0.9337,0.46814,0.0829,0.4734,0,0,0.05,0,1.43,0.0763,0,0,4,1,1.6,2,1,1.6,3.417,0.0005,0,1,1,0,2,0,1,0.092,5,1,5.09,5,2,5.09,0.05,0,5.7,cannot do,2,6,0,0.563,38.718,41.282
48,0,1,0,0,0,0,0,2,2,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,2,2,2,2,2,2,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0
,1862,1,1.752,0.613,1.239,0,4,6,20.067,0.557,2.663,0.0952,8,6.889,4.629,1,1.168,25.452,26.948,4,1.904,0.0652,0,0.8352,0.30664,0.047,0.291,1,3,0.05,0,2.35,0.0094,1,1,1,2,0,3,0,0,3.407,0.091,0,1,0,0,2,2,1,0.795,3,3,6,0,0,6,0.05,0,3.486,0.005,1,1,0,1.44,0.241,0.318
71,3,1,1,1,1,2,0,2,2,1,1,3,0,4,0,1,1,0,0,1,1,1,1,0,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,2,2,0,2,2,0,0,1,1,0,1,1,1,1,0,0,1,0,1,2,2,2
,idk,1,1.557,0.8908,1.2002,2,0,6,20.5936,1.4132,3.8468,0,9,15.43195,2.6139,1,1.505,-8.16288,-5.8371,1,2.592,0.01462,1,0.15186,0.078305,0.1805,0.3969,0,3,0.05,0,1.88,0.0601,0,0,3,2,0,3,3,0,3.2255,0.00088,5,0,1,1,1,0,0,0.17255,3,2,0,1,3,0,0.05,0,-1.5457,0.12218,0,4,0,1.645,0.1762,0.2554
68,0,1,1,1,1,0,2,2,2,0,0,0,3,0,0,1,1,0,0,1,1,1,1,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,2,2,2,2,0,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2
,1985,1,1.201,0.7967,1.028,2,3,2,20.6045,0.34753,2.21246,0.12872,8,6.888,200.543,1,2.442,-28.8786,-20.7613,3,1.7388,0.0908,0,0.176,0.28525,0.26707,0.48712,3,1,0.05,0,2.5,0.01242,1,1,3,2,0,2,3,0,2.716,0.00404,0,2,1,0,1,0,1,0.23014,4,2,5.6,5,4,5.6,0.05,0,-3.463,0.00054,1,5,0,1.44,0.05013,0.09226
95,3,1,1,1,1,2,2,2,2,1,1,3,3,4,0,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,2305,1,1.312,1.01,1.301,0,6,3,20.08,1.795,3.745,0.1972,3,6.889,176.272,1,1.685,-20.631,-17.609,3,2.533,0.0308,3,0.1462,0.81326,0.2287,0.4339,3,0,0.05,0,0.98,0.3271,0,0,3,2,0,3,4,0,3.615,0,3,2,1,0,1,1,2,0.266,4,5,5,3,2,5,0.05,0,-3.3719,0,1,2,2,cannot do,cannot do,cannot do
85,3,1,1,1,1,2,2,2,2,1,1,3,3,4,0,1,1,2,1,1,1,0,0,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
,205,1,16.6,61.8,64.591,4,5,6,20.272,0.68,3,0.6374,6,18.264,2.561,1,1.266,-24.839,-22.761,3,1.964,0.0582,1,0.7356,0.086704,0.1671,0.6894,2,2,0.05,1,2.01,0.0444,1,0,5,2,0,1,2,0,0.312,0.622,0,0,2,1,2,0,1,0.136,0,5,5.5,3,1,5.5,0.05,0,-1.684,0.04607,1,7,0,1.514,0.248,0.329
52,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,2,1,1,0,0,0,2,0,2,2,0,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2
,1180,1,1.125,1.34,1.626,5,4,5,19.804,-325.012,-322.988,1.9278,3,2.222,0.111,1,0.679,-18.97,-17.31,2,2,0.0524,1,0.1532,0.02045,-6.921,3.821,5,0,0.05,0,1.91,0.5515,0,0,5,1,0,2,5,0,3.835,0.0002,3,1,0,2,2,0,1,0.053,1,0,5,4,0,5,0.05,1,-2.905,0.002,1,9,1,0.94,-1.507,-0.096
45,0,1,1,1,1,0,2,0,2,0,0,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,2,0,1,0,0,0,2,2,2,0,0,2,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
,2124,1,1.253,1.213,1.408,1,4,6,19.995,0.604,2.456,0.0952,5,6.889,2.482,1,2.017,-20.403,-17.457,4,1.982,cannot do,2,0.168,0.15687,0.1727,0.3577,4,4,0.05,0,1.58,0.1141,0,0,0,2,0,0,5,0,2.2,0.015,3,0,2,1,1,1,0,0.144,0,0,5.7,3,0,5.7,0.05,0,-2.085,0.03706,1,9,0,1.372,0.344,0.437
90,3,1,1,1,1,2,2,2,2,1,1,3,3,4,0,1,1,2,1,1,1,0,0,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0
,1739,1,7.2,-0.001,1.986,1,6,3,19.73,0.171,3.269,0.0856,8,6.852,5.052,1,1.405,-19.73,-15.81,3,1.703,0.0968,0,0.163,0.67873,0.08,0.3132,4,3,0.05,0,2.07,0.0387,1,1,4,1,0,5,0,0,3.819,0.0001,5,0,0,1,2,0,1,0.556,2,0,5.6,5,0,5.6,0.05,0,-3.349,0.0004,1,9,0,1.645,0.2269,0.3134
85,3,1,0,1,1,2,2,2,2,1,1,3,3,0,0,1,0,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,500,1,13.4,0.004,2.483,4,2,4,39.958,126.01,130.689,0.1301,9,6.888,3.756,1,1.387,9.819,12.481,3,2.265,0.0119,1,1.8204,0.57223,0.0864,0.3186,0,3,0.05,1,1.82,0.0344,1,1,0,2,0,5,5,0,3.886,0.999,3,2,0,1,0,1,1,0.149,0,4,6,1,5,6,0.05,0,,,0,4,1,1.56,0.064,0.117
62,0,1,0,1,1,2,2,2,0,0,0,3,0,4,0,1,0,0,0,1,1,0,1,0,3,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,0,0,1,1,0,1,1,1,1,0,0,0,1,0,2,2,2
,1320,1,1.101,0.953,1.165,4,6,4,19.699,0.728,3.331,0.224,7,6.888,4.543,1,1.675,-15.916,-14.123,3,1.793,0.0812,0,0.1512,0.80628,0.1221,0.3172,4,2,0.05,0,1.5,0.0668,0,0,0,2,0,4,5,0,3.786,0,5,1,0,1,1,2,0,0.96,4,5,5.6,0,1,5.6,0.05,0,-3.218,0.0013,1,4,0,1.311,0.181,0.243
92,3,1,1,1,1,2,2,2,2,1,1,3,3,4,4,1,1,0,0,1,1,1,1,4,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2
,2965,1,1.480143,0.7844096,1.001928,1,6,4,20.20076,0.3657264,2.234274,0.1451991,0,6,5.33333,1,2.426407,-24.31278,-17.76722,1,1.779,0.0854,0,0.1242,0.25845,0.2013892,0.4038108,1,0,0.05,0,1.98,0.04770353,1,1,5,2,0,0,3,0,2.695449,0.008304824,2,0,2,1,0,1,1,0.03634593,2,5,5.8,0,1,5.8,0.05,0,-2.289639,0.02204225,1,2,0,1.405072,0.0802749,0.1306095
89,3,1,1,1,1,2,2,2,2,1,1,3,0,0,0,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,1309,1,-1.15,0.834,1.107,1,1,2,20.065,1.188,3.092,0.6217,8,6.882,4.587,1,-1.912,-25.218,-19.702,0,1.767,0.0773,1,0.1758,0.13185,0.257,0.6934,2,1,0.05,0,2.23,0.0129,1,1,4,2,0,1,4,0,2.964,0.002,0,1,1,2,0,0,1,0.056,2,5,5.9,0,2,5.9,0.05,0,-2.106,0.0352,1,6,0,1.372,0.053,0.097
80,3,1,1,1,1,2,2,2,2,1,1,0,0,0,0,1,0,2,1,1,1,0,0,4,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,1000,1,17.7,-0.004,3.319,3,3,3,20.324,0.425,2.555,0.1123,1,0.5,0.234,1,2.035,-20.307,-17.193,2,1.927,0.122,0,0.1726,0.17793,0.148,0.321,4,1,0.05,0,2.12,0.034,1,1,3,2,0,4,0,0,2.186,0.015,3,1,1,1,2,0,0,0.043,1,0,0,0,4,0,0.05,0,-3.1732,0.0015,1,0,0,1.372,0.251,0.322
74,3,1,0,1,1,2,2,2,2,1,1,3,0,0,0,1,1,0,0,1,1,0,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,2,2
,2024,1,1.602,0.979,1.229,1,6,6,20.083,1.288,3.192,0.2601,9,6.889,4.543,1,1.294,-27.493,-25.507,3,2.44,0.02,1,0.1474,0.41879,0.3588,0.5243,4,3,0.05,1,1.72,0.086,0,0,4,2,0,2,4,0,0.343,0.366,5,1,0,1,1,2,0,0.18,5,3,5.7,5,1,5.7,0.05,0,1.72,0.0846,0,2,0,1.476,0.167,0.236
87,3,1,1,1,1,2,2,0,2,1,1,0,3,4,4,1,0,2,1,1,1,1,0,4,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,0,1,1,0,1,2,2,2
,1856,1,1.559,0.725,1.033,4,2,2,19.87896509,0.52046,3.639535,0.1299891,7,11.45679,2.04957,1,1.552,-18.236,-13.1036,1,1.896,0.0658,0,0.1798,0.70008,0.055738,0.25406,4,1,0.05,0,2.43,0.00755,1,1,4,2,0,5,1,0,3.762578,0.00013,1,1,0,0,1,2,2,0.1694,3,4,5.9,1,5,5.9,0.05,0,-2.895,0.0038,1,8,0,1.645,0.0624989,0.1180566
82,3,1,1,1,1,2,2,2,2,1,1,3,3,0,0,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,2,2,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
,2194,1,2.467,0.573,1.317,3,3,5,20.451,1.082,3.118,0.1375,8,6.889,4.543,1,2.025,-22.3925,-17.1275,3,1.908,0.065,0,0.1222,0.71006,0.1302,0.3346,5,2,0.05,0,6.33,0.0118,1,1,2,2,0,2,1,0,0.282,0.389,4,0,2,1,2,1,1,0.084,5,3,5.7,0,4,5.7,0.05,0,-1.728,0.083,0,5,0,1.282,0.079,0.125
88,3,1,0,0,0,2,2,2,2,1,1,3,0,4,4,1,1,2,1,1,1,1,1,4,3,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,0,0,0,2,0,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
