,731.0,1.0,1.4421,0.949113,1.4153,4.0,0.0,0.0,21.2135,0.7067,3.093,0.2109779,5.0,,,1.0,-17.813,-20.221,-17.539,2.0,1.955,0.0528,1.0,0.1146,0.43684,0.2576,0.426,1.0,4.0,0.05,1.0,1.67,0.00633,,1.0,2.0,1.0,0.0,4.0,2.0,0.0,2.191,0.02846,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.07873,5.0,4.0,5.9,4.0,2.0,5.9,0.05,1.0,3.371,0.0119,1.0,1.0,0.0,1.5141,,,0.4898,0.31211,0.24206
55,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0
,48.0,1.0,2.150325,0.673,1.096,0.0,3.0,2.0,20.051,1.482,1.8780000000000001,0.1551,0.0,6.8888888888899995,3,1.0,1.301,-23.324,-21.596,2.0,1.835,0.1516,0.0,0.1284,0.46272,0.3394,0.4942,4.0,1.0,0.05,0.0,2.19,0.01426,1.0,1.0,0.0,2.0,0.0,4.0,5.0,0.0,2.872,0.002,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.095,1.0,5.0,4.9,1.0,4.0,4.9,0.05,0.0,-1.7492999999999999,0.08024167,0.0,8.0,0.0,1.5141019999999998,0.094,0.153,0.5,0.31,0.829
80,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0
,7937.0,1.0,1.199,0.965,1.189,5.0,1.0,2.0,20.119,0.741,1.979,0.0767,11.0,6.889,98.222,1.0,0.777,-17.151,-16.509,1.0,1.705,0.0966,0.0,0.1594,0.39245,0.2627,0.2712,2.0,3.0,0.05,0.0,1.67,0.04745,1.0,4.0,0.0,2.0,0.0,4.0,3.0,0.0,3.666,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.201,5.0,1.0,5.9,2.0,4.0,5.9,0.05,0.0,-3.152,0.0016,1.0,6.0,0.0,1.476,0.213,0.289,0.17,0.5666,0.242
73,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0
,2661.0,1.0,28.0,0.813,1.298,3.0,5.0,5.0,19.949,0.692,3.328,0.1202,10.0,6,5.333,1.0,2.17,-21.401,-15.039,2.0,2.403,0.021,1.0,0.1708,0.24073,0.0878,0.2984,1.0,2.0,0.05,0.0,1.31,0.1904,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.899,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.159,3.0,2.0,5.7,1.0,1.0,5.7,0.05,0.0,-2.43,0.0153,1.0,0.0,0.0,1.405,0.251,0.325,1.1,0.1352,0.242
80,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0,0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,2209.0,1.0,1.478,1.05,1.313,1.0,0.0,6.0,20.385,0.942,3.638,0.0657,10.0,0.9999,0.123,1.0,1.548,-28.81,-25.31,1.0,2.08,0.0448,1.0,0.1568,0.69314,0.395,0.5597,4.0,0.0,0.05,0.0,2.283,0.0224,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,3.524,0.0003,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.095,4.0,2.0,4.7,3.0,3.0,4.7,0.05,0.0,2.25,0.0244,1.0,8.0,0.0,1.645,0.195,0.276,0.0,0.5,0.242
89,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,1084.0,1.0,1.459,1.175,1.5470000000000002,0.0,2.0,0.0,20.415,1.4060000000000001,3.294,0.222,9.0,6.889,4.543,1.0,1.459,-28.292,-26.468,3.0,2.181,0.0358,1.0,0.1524,0.322335,0.166,0.3836,5.0,0.0,0.05,0.0,2.67,0.0076,1.0,1.0,0.0,2.0,0.0,4.0,4.0,0.0,3.5300000000000002,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.131,4.0,2.0,5.5,5.0,0.0,5.5,0.05,0.0,-2.502,0.0124,1.0,5.0,0.0,1.5979999999999999,0.171,0.245,0.18,0.4286,0.156
87,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2,2,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
,743.0,1.0,2.462,0.666,1.3780000000000001,5.0,2.0,3.0,20.255,0.446,2.414,0.172,8.0,6.889,4.543,1.0,2.44,-26.277,-22.103,0.0,1.8319999999999999,0.0758,0.0,0.1306,0.26889,0.2539,0.4077,1.0,3.0,0.05,0.0,1.6600000000000001,0.048,1.0,1.0,5.0,2.0,0.0,4.0,2.0,0.0,3.439,0.0004,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.589,5.0,4.0,5.7,0.0,3.0,5.7,0.05,0.0,-2.151,0.0157,1.0,6.0,0.0,1.44,0.101,0.156,0.42,0.339,0.242
85,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2,2,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,622.0,1.0,11.5,0.6183,0.9017,4.0,2.0,6.0,20.389,1.5089000000000001,3.311,0.092,3.0,6.889,4.543,1.0,-1.34,-9.813,-6.187,0.0,2.602,0.0142,0.0,0.162,0.50543,0.04288,0.2819,0.0,2.0,0.05,0.0,1.35,0.17702,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,2.7406,0.0371,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.2937,2.0,0.0,5.3,2.0,5.0,5.3,0.05,0.0,-2.404,0.01622,1.0,0.0,0.0,-1.514,0.214,0.291,0.796,0.21281,0.2421
78,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,1726.0,1.0,1.206,0.564,0.798,0.0,1.0,3.0,20.035,0.494,2.266,0.1186,1.0,4.231,16.716,1.0,1.873,-22.413,-18.027,4.0,1.813,0.0768,0.0,0.455,0.234266,0.3929,0.5313,2.0,0.0,0.05,1.0,2.12,0.034,1.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,2.476,0.007,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.063,2.0,5.0,5.3,4.0,4.0,5.3,0.05,0.0,-1.613,0.107,0.0,3.0,0.0,1.405,0.074,0.108,0.5,0.3085,0.688
77,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0,0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0
,2839.0,1.0,1.054662,1.242409,1.470119,0.0,0.0,4.0,20.087,-1.528,6.128,0.0541,11.0,6.889,0.3100137,1.0,4.595087,-24.36915,-12.65085,4.0,1.994,0.0542,0.0,0.1468,0.77197,0.1963,0.3687,1.0,3.0,0.05,0.0,1.08,0.2801422,0.0,0.0,5.0,2.0,0.0,5.0,3.0,0.0,3.3,0.0006380439,4.0,2.0,1.0,0.0,2.0,2.0,1.0,0.734,1.0,5.0,5.8,1.0,2.0,5.8,0.05,0.0,-3.314039,0.0009195868,1.0,9.0,0.0,1.310579,0.198,0.262,0.3703704,0.3556,0.2420615
77,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,265.0,1.0,1.0,1.4060000000000001,1.588,5.0,5.0,4.0,20.072,0.916,3.144,0.1577,1.0,12.166,142.8,1.0,1.422,-21.948,-18.212,4.0,1.927,0.0608,0.0,0.1402,0.60827,0.1602,0.3716,3.0,1.0,0.05,0.0,2.27,0.0116,1.0,1.0,0.0,1.0,0.0,3.0,5.0,0.0,2.449,0.016,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.057,3.0,4.0,5.1,0.0,5.0,5.1,0.05,0.0,-3.3,0.001,1.0,1.0,0.0,1.5979999999999999,0.171,0.247,0.57,0.2843,0.242
65,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,1919.0,1.0,1.478705,0.99259,1.28438,5.0,3.0,1.0,20.06875,0.88676,3.05323,0.15565,8.0,-24,216,1.0,1.218863,-18.25849,-17.501504,0.0,1.734,0.0912,0.0,0.1284,0.066238,0.15914,0.317859,0.0,3.0,0.05,0.0,1.95,0.05117612,0.0,0.0,2.0,2.0,0.0,5.0,3.0,0.0,3.661966,0.0001738795,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.17139,3.0,1.0,5.3,2.0,1.0,5.3,0.05,0.0,-2.97838,0.002897765,1.0,3.0,0.0,1.310579,0.0991,0.150025,0.70566,0.2401983,0.24206
76,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,1144.0,1.0,1.12,0.845,1.079,0.0,4.0,4.0,20.217,0.028,2.912,0.1545,9.0,6.889,4.535,1.0,1.31,-26.02,-23.14,1.0,1.72,0.095,0.0,0.1244,0.462339,0.126,0.3588,3.0,5.0,0.05,0.0,1.3,0.0968,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.961,0.002,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.375,1.0,1.0,5.7,4.0,3.0,5.7,0.05,0.0,-2.48,0.0132,1.0,1.0,0.0,1.51,0.081,0.134,0.08,0.4681,0.242
85,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2,0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0
,1300.0,1.0,-1.124555,1.2,1.509,4.0,5.0,3.0,20.402,1.787,4.053,0.2184,3.0,6.88,4.5600000000000005,0.0,-1.811911,-23.4391,-18.1609,4.0,2.564,0.014,1.0,0.1524,0.10253,0.0544,0.248,5.0,0.0,0.05,0.0,2.45,0.014772,1.0,1.0,2.0,1.0,0.0,3.0,4.0,0.0,2.358,0.021,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.27,5.0,4.0,5.5,3.0,5.0,5.5,0.05,0.0,-2.3845,0.0171013,1.0,2.0,0.0,1.340755,0.1942,0.2613,0.99,0.16,0.242
80,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0,0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
,2227.0,1.0,1.56,0.922,1.165,5.0,2.0,3.0,20.521,1.335,2.305,0.1638,8.0,6,5.333,1.0,1.476,-26.887,-22.113,1.0,2.86,0.0072,1.0,0.1282,0.67079,0.2789,0.4661,0.0,2.0,0.05,0.0,2.54,0.0111,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.272,0.39301,2.0,1.0,0.0,2.0,1.0,2.0,2.0,0.556,4.0,2.0,5.5,0.0,2.0,5.5,0.05,0.0,-0.267,0.78946,0.0,3.0,0.0,1.645,0.092,0.156,0.12,0.4522,0.242
64,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0
,2350.0,1.0,1.321,0.76,1.07,3.0,4.0,1.0,20.306,0.709,21.531,0.1845,4.0,6.822,4.569,1.0,0.739,-22.367,-21.513,0.0,1.887,0.0686,1.0,0.1396,0.369498,0.998,0.287,4.0,4.0,0.05,0.0,0.882,0.3766,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.811,0.003,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.134,2.0,4.0,5.6,5.0,1.0,5.6,0.05,1.0,-2.652,0.008,1.0,4.0,1.0,1.484,0.135,0.199,0.0,0.5,0.242
74,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0
,2534.0,1.0,1.101,130.967,131.743,0.0,5.0,3.0,422.369,,,0.0186,9.0,0.111,0.654,1.0,,,,3.0,2.2640000000000002,0.053,3.0,,,0.089,0.351,2.0,4.0,0.05,1.0,,,0.0,0.0,3.0,2.0,0.0,5.0,5.0,0.0,3.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,0.0,2.0,5.9,5.0,5.0,5.9,0.05,0.0,-1.688,0.05,0.0,2.0,1.0,1.314,,,0.39,0.6505,30.26
36.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,1308.0,1.0,1.15,1.193,1.5430000000000001,0.0,3.0,6.0,421.877,0.676,3.184,0.1155,8.0,6.889,,1.0,1.638,-26.762,-25.258,1.0,1.741,0.0902,0.0,0.9167,0.78427,0.1997,0.3749,5.0,2.0,0.05,0.0,1.95,0.0256,1.0,1.0,3.0,2.0,0.0,3.0,4.0,0.0,3.582,0.0002,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.348,0.0,5.0,0.0,4.0,3.0,0.0,0.05,0.0,2.16,0.0155,1.0,7.0,0.0,1.31,0.249,0.319,0.72,0.2358,
71,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0
